451_Shared,451_C1,451_C11,450_Shared,450_C1,450_C11,449_Shared,449_C1,449_C11
0.259939,0.040283,0.272947,0.262048,0.038429,0.284188,0.232258,0.032895,0.301927
0.282407,0.024828,0.263158,0.254717,0.02836,0.297101,0.267442,,0.392308
0.226337,,0.257143,0.25974,,0.303867,0.253061,,0.341837
0.27013,,0.258721,0.278037,,0.231214,0.329327,,0.29697
0.244604,,0.15528,0.260377,,0.182156,0.322835,,0.234657
0.234234,,0.220641,0.252632,,0.222689,0.282609,,0.30916
0.373333,,0.245614,0.283019,,0.324022,0.2,,0.304124
0.270042,,0.219512,0.231441,,0.289256,0.240664,,0.327434
0.255814,,0.228346,0.252874,,0.177419,0.272189,,0.217021
0.23622,,0.187192,0.242009,,0.193798,0.367442,,0.228117
0.238994,,0.188571,0.271186,,0.244898,0.248447,,0.377622
0.267361,,0.151442,0.301948,,0.185864,0.37,,0.211488
0.555066,,0.241379,0.583333,,0.228571,0.614719,,0.317708
0.279133,,0.292096,0.270208,,0.254098,0.31954,,0.275591
0.320388,,0.24077,0.321739,,0.239032,0.375,,0.206349
0.179487,,0.296651,0.15534,,0.363636,0.188119,,0.327778
0.280488,,0.268482,0.269231,,0.256705,0.363636,,0.298387
0.247368,,0.234375,0.30625,,0.356522,0.278107,,0.318584
0.413428,,0.231343,0.482315,,0.267327,0.41844,,0.318008
0.217082,,0.266129,0.236641,,0.299213,0.197802,,0.330769
0.25,,0.209677,0.319444,,0.232432,0.30837,,0.258706
0.317073,,0.323684,0.310249,,0.268617,0.317961,,0.299213
0.257485,,0.346154,0.276042,,0.440909,0.257862,,0.421348
0.179487,,0.328571,0.238095,,0.347826,0.344828,,0.222222
0.206897,,0.215094,0.28,,0.255924,0.288288,,0.349345
0.213974,,0.27305,0.342342,,0.291513,0.298578,,0.329897
0.249389,,0.246499,0.278846,,0.200969,0.321782,,0.292162
0.225434,,0.211321,0.20765,,0.258687,0.201729,,0.195205
0.242424,,0.240385,0.296296,,0.240506,0.277778,,0.280899
0.072539,,0.24424,0.076923,,0.286957,0.077393,,0.313131
0.385027,,0.294118,0.437186,,0.261905,0.431034,,0.271605
0.210784,,0.219355,0.288136,,0.287879,0.183752,,0.245283
0.255319,,0.239216,0.313725,,0.384211,0.273171,,0.348214
0.303502,,0.245989,0.269091,,0.276243,0.291304,,0.265896
0.266393,,0.244681,0.268293,,0.261538,0.300885,,0.340541
0.278515,,0.286325,0.307895,,0.294931,0.258675,,0.387097
0.28022,,0.269767,0.324468,,0.309645,0.338462,,0.333333
0.233645,,0.163121,0.344498,,0.177966,0.235023,,0.247706
0.311864,,0.100295,0.21194,,0.148649,0.361486,,0.063545
0.369458,,0.168385,0.438424,,0.170213,0.472103,,0.22
0.259615,,0.219512,0.301695,,0.268041,0.281723,,0.302326
0.123967,,0.238938,0.118056,,0.269388,0.075188,,0.276786
0.186441,,0.192771,0.372881,,0.280488,0.261538,,0.343195
0.439114,,0.259259,0.583643,,0.258929,0.523256,,0.266667
0.068702,,0.205882,0.130769,,0.276119,0.051852,,0.264151
0.223881,,0.227273,0.283951,,0.260504,0.283951,,0.266846
0.217687,,0.294479,0.255034,,0.281734,0.309353,,0.294314
0.263158,,0.268908,0.284974,,0.258993,0.361257,,0.339552
0.259259,,0.266667,0.239884,,0.23,0.301587,,0.289063
0.294294,,0.211921,0.130435,,0.21978,0.161677,,0.256494
0.174603,,0.264249,0.240964,,0.315789,0.317164,,0.319277
0.27619,,0.133663,0.280112,,0.137056,0.331269,,0.157576
0.26738,,0.122112,0.274286,,0.162252,0.336842,,0.071186
0.206704,,0.259887,0.26383,,0.228395,0.297297,,0.230769
0.216535,,0.202454,0.230588,,0.279412,0.305211,,0.333333
0.232804,,0.1875,0.286822,,0.243243,0.326599,,0.284574
0.280576,,0.228155,0.261628,,0.164894,0.245614,,0.168539
0.256944,,0.262963,0.534375,,0.285211,0.569832,,0.358209
0.451155,,0.260417,0.261538,,0.245098,0.277056,,0.28169
0.241636,,0.2,0.061983,,0.164609,0.063348,,0.242647
0.05,,0.212121,0.153846,,0.209524,0.222222,,0.326733
0.261719,,0.252252,0.346667,,0.257069,0.271493,,0.332353
0.283843,,0.236,0.279693,,0.251908,0.333333,,0.333333
0.487406,,0.285714,0.553916,,0.317204,0.553903,,0.338235
0.417411,,0.193396,0.440678,,0.182741,0.558195,,0.262582
0.091852,,0.285714,0.076819,,0.29703,0.102484,,0.241573
0.306306,,0.111111,0.364706,,0.277778,0.315789,,0.263158
0.052632,,0.286713,0.09375,,0.293578,0.325581,,0.314815
0.203187,,0.220994,0.292237,,0.314433,0.040161,,0.305732
0.048988,,0.156425,0.034943,,0.164706,0.149533,,0.262821
0.154882,,0.271676,0.163265,,0.235294,0.322857,,0.323699
0.25656,,0.304348,0.297143,,0.363636,0.311765,,0.276923
0.275641,,0.284916,0.241935,,0.257485,0.152632,,0.239726
0.132394,,0.313084,0.162025,,0.302752,0.273543,,0.329897
0.295276,,0.243542,0.272374,,0.267658,0.308901,,0.27
0.261803,,0.229682,0.298643,,0.248201,0.308571,,0.294737
0.234899,,0.375,0.258621,,0.357143,0.177686,,0.406667
0.307359,,0.290909,0.224806,,0.17094,1,,0.314961
1,,0.284069,1,,0.261194,0.081585,,0.274854
0.093158,,0.26729,0.070884,,0.295775,0.356394,,0.333333
0.271071,,0.366337,0.278373,,0.274194,0.282927,,0.342857
0.252747,,0.262032,0.231183,,0.246154,0.285,,0.177515
0.281818,,0.27,0.270833,,0.294393,0.237762,,0.21875
0.2,,0.046875,0.21519,,0.118012,0.263374,,0.067901
0.23622,,0.108014,0.309701,,0.141026,0.257143,,0.054307
0.208651,,0.277056,0.217391,,0.301255,0.214,,0.341463
0.223735,,0.222222,0.261044,,0.352941,0.415929,,0.25
0.366142,,0.1975,0.384236,,0.238806,0.291139,,0.246032
0.251064,,0.235043,0.350598,,0.337662,0.455357,,0.294372
0.361925,,0.265306,0.341564,,0.333333,0.051385,,0.284444
0.050104,,0.120401,0.053842,,0.170819,0.080138,,0.086066
0.069087,,0.217213,0.071751,,0.232877,0.050434,,0.288557
0.048549,,0.285714,0.05272,,0.267442,0.061489,,0.22619
0.087748,,0.218487,0.067103,,0.221154,0.271277,,0.308036
0.222222,,0.255319,0.302752,,0.271676,0.047619,,0.271084
0.271802,,0.286957,0.057229,,0.320261,0.038062,,0.309456
0.257143,,0.183267,0.043077,,0.128319,0.284182,,0.169399
0.282609,,0.268421,0.31644,,0.28109,0.302198,,0.335975
0.279817,,0.325581,0.291892,,0.328205,0.383459,,0.276923
0.270642,,0.215909,0.320896,,0.325843,0.316667,,0.243243
0.236025,,0.288889,0.28866,,0.248175,0.281609,,0.291925
0.259786,,0.153285,0.251572,,0.175,0.30659,,0.085106
0.157143,,0.16,0.311321,,0.140221,0.299578,,0.074689
0.19802,,0.26087,0.332075,,0.322581,0.383333,,0.272727
0.242678,,0.267717,0.347826,,0.317829,0.43,,0.285714
0.286822,,0.256997,0.302521,,0.289963,0.365979,,0.277014
0.243056,,0.257576,0.299492,,0.265122,0.279221,,0.31436
0.245509,,0.229381,0.366197,,0.267773,0.290323,,0.303279
0.47351,,0.243671,0.26875,,0.279255,0.21393,,0.332268
0.264045,,0.312169,0.271795,,0.263889,0.598425,,0.320856
0.278509,,0.27451,0.527132,,0.276673,0.190141,,0.307692
0.525773,,0.253185,0.261745,,0.282885,0.26327,,0.304598
0.273381,,0.250883,0.223656,,0.286585,0.553055,,0.287037
0.171563,,0.27027,0.566038,,0.210256,0.261456,,0.313636
0.240223,,0.266187,0.212202,,0.239382,0.141892,,0.313869
0.245833,,0.227273,0.119695,,0.234332,0.16129,,0.282548
0.282258,,0.238356,0.133333,,0.270807,0.248677,,0.329025
0.184834,,0.3125,0.266667,,0.366295,0.298246,,0.4375
0.285714,,0.110749,0.30742,,0.200271,0.266667,,0.06298
0.265625,,0.247978,0.276265,,0.237569,0.091633,,0.338667
0.278884,,0.185851,0.1079,,0.179775,0.304054,,0.234954
0.236923,,0.254335,0.26506,,0.292582,0.347826,,0.294925
0.198157,,0.251185,0.333333,,0.257426,0.3125,,0.323944
0.204348,,,0.284,,,0.308357,,
0.212121,,,0.309148,,,0.320755,,
0.386282,,,0.246696,,,0.2723,,
0.279762,,,0.247899,,,0.274419,,
0.220779,,,0.256198,,,0.437908,,
0.24031,,,0.472669,,,0.316583,,
0.288462,,,0.292818,,,0.331551,,
0.27027,,,0.233696,,,0.326165,,
0.1875,,,0.297794,,,0.302752,,
0.194969,,,0.252174,,,0.302326,,
0.273632,,,0.232143,,,0.265823,,
0.294574,,,0.20438,,,0.265823,,
0.26087,,,0.217391,,,0.252475,,
0.250526,,,0.342222,,,0.293023,,
0.291513,,,0.324201,,,0.314815,,
0.440678,,,0.289256,,,0.269962,,
0.243902,,,0.286275,,,0.311419,,
0.218391,,,0.299213,,,0.440476,,
0.280323,,,0.491803,,,0.306122,,
0.316667,,,0.281588,,,0.427083,,
0.290323,,,0.288889,,,0.278772,,
0.297872,,,0.257143,,,0.481356,,
0.238938,,,0.322981,,,0.290503,,
0.17735,,,0.318627,,,0.230769,,
0.270588,,,0.272727,,,0.348837,,
0.251572,,,0.268519,,,0.215726,,
0.269565,,,0.232692,,,0.291667,,
0.280851,,,0.297619,,,0.28,,
0.204225,,,0.265976,,,0.271084,,
0.076923,,,0.237624,,,0.24812,,
0.305851,,,0.244526,,,0.246032,,
0.186916,,,0.273381,,,0.064433,,
0.284483,,,0.118227,,,0.30402,,
0.477516,,,0.29471,,,0.268085,,
0.279412,,,0.246753,,,0.336449,,
0.237762,,,0.169811,,,0.545254,,
0.28,,,0.506567,,,0.269388,,
0.254438,,,0.330435,,,0.328671,,
0.277778,,,0.328947,,,0.282946,,
