458_Shared,458_C1,458_C11,456_Shared,456_C1,456_C11,459_Shared,459_C1,459_C11
0.407249,0.264069,0.013802,0.438961,0.271889,0.131868,0.492308,0.263393,0.114458
0.219048,0.352941,0.016169,0.167702,0.282946,0.039164,0.283525,0.305936,0.033133
0.339768,0.380531,,0.308594,0.264,0.036554,0.318386,0.414634,0.033283
0.317259,0.45122,,0.345455,0.404,0.123656,0.379679,0.468085,0.107143
0.213213,0.304556,,0.199405,0.300948,,0.242075,0.341333,
0.336066,0.154459,,0.226667,0.097104,,0.329787,0.069418,
0.342466,0.221154,,0.306667,0.28125,,0.273973,0.280374,
0.289796,0.174757,,0.315589,0.150315,,0.359684,0.205645,
0.3125,0.323232,,0.36,0.231579,,0.340206,0.166667,
0.357143,0.381579,,0.302041,0.274854,,0.320833,0.312977,
0.330986,0.311321,,0.306011,0.278932,,0.380645,0.324841,
0.287975,0.238095,,0.31454,0.250836,,0.33657,0.217391,
0.678295,0.311037,,0.674797,0.393082,,0.71308,0.390244,
0.528671,0.23431,,0.504895,0.261538,,0.479062,0.287129,
0.043011,0.184211,,0.229885,0.1,,0.275641,0.28169,
0.262069,0.240741,,0.347534,0.25,,0.331492,0.303571,
0.34466,0.315113,,0.224719,0.330218,,0.349398,0.322344,
0.275862,0.266904,,0.53629,0.277108,,0.488152,0.350598,
0.456731,0.234177,,0.429907,0.295238,,0.520979,0.262821,
0.453674,0.256684,,0.203343,0.188776,,0.246418,0.255435,
0.250784,0.35,,0.265152,0.351724,,0.287449,0.471698,
0.248227,0.305732,,0.363128,0.325,,0.332335,0.295455,
0.332378,0.217687,,0.349345,0.193333,,0.305085,0.225352,
0.307692,0.328767,,0.254386,0.272989,,0.258621,0.295203,
0.23301,0.228346,,0.276923,0.176271,,0.267717,0.207317,
0.3125,0.148876,,0.297101,0.13468,,0.395455,0.14786,
0.300412,0.222656,,0.341564,0.260997,,0.345324,0.248175,
0.358916,0.161184,,0.258947,0.172619,,0.245333,0.180556,
0.248804,0.291262,,0.326471,0.316008,,0.387622,0.387909,
0.286164,0.542857,,0.071869,0.368421,,0.063877,0.333333,
0.095785,0.063291,,0.412037,0.08794,,0.5,0.084592,
0.479167,0.062696,,0.232014,0.087282,,0.285097,0.082353,
0.210721,0.0625,,0.339901,0.08642,,0.339394,0.084848,
0.380435,0.064024,,0.293233,0.088452,,0.284585,0.083582,
0.307054,0.318421,,0.367089,0.353234,,0.270992,0.342939,
0.327068,0.022298,,0.324786,0.015361,,0.378517,0.025806,
0.315642,0.328889,,0.282297,0.30837,,0.32,0.297753,
0.288462,0.212121,,0.271654,0.282209,,0.30137,0.296552,
0.316872,0.320896,,0.318296,0.299625,,0.352727,0.252336,
0.306061,0.295929,,0.522222,0.271645,,0.503968,0.273957,
0.443662,0.225806,,0.378616,0.254098,,0.338295,0.246032,
0.359268,0.265957,,0.105556,0.205298,,0.10625,0.363636,
0.138889,0.310838,,0.425532,0.287402,,0.471698,0.329087,
0.294118,0.279352,,0.425532,0.309417,,0.492669,0.25,
0.432927,0.365482,,0.086331,0.403846,,0.096296,0.359551,
0.123377,0.2125,,0.29108,0.255102,,0.33526,0.261993,
0.260417,0.249084,,0.320755,0.212963,,0.350365,0.197368,
0.351724,0.333333,,0.353535,0.486667,,0.293103,0.336364,
0.277228,0.421053,,0.224014,0.5,,0.398844,0.465116,
0.235174,0.206977,,0.179856,0.155172,,0.302041,0.1875,
0.1893,0.201717,,0.318681,0.183505,,0.166667,0.192308,
0.34767,0.391304,,0.315789,0.311475,,0.403922,0.337931,
0.286104,0.228745,,0.396761,0.238361,,0.330357,0.249509,
0.365639,0.309598,,0.271429,0.421365,,0.404545,0.358491,
0.273408,0.26749,,0.306034,0.253165,,0.301255,0.232653,
0.261224,0.155136,,0.366667,0.14693,,0.342105,0.130667,
0.306397,0.381579,,0.306604,0.224138,,0.346304,0.357143,
0.283422,0.374429,,0.487053,0.307359,,0.28866,0.41206,
0.429988,0.248447,,0.284247,0.255034,,0.479876,0.213559,
0.292776,0.268987,,0.096019,0.209003,,0.323077,0.267606,
0.118889,0.185629,,0.481481,0.160221,,0.117955,0.154341,
0.2,0.345277,,0.316514,0.344828,,0.444444,0.34386,
0.305882,0.318612,,0.351464,0.319527,,0.372881,0.300412,
0.330472,0.308989,,0.470143,0.309179,,0.343284,0.315951,
0.481452,0.25058,,0.538776,0.309633,,0.478615,0.301887,
0.523629,0.25,,0.100968,0.261641,,0.64574,0.281337,
0.112518,0.237037,,0.208333,0.225092,,0.1296,0.250497,
0.212121,0.330709,,0.3829,0.303738,,0.243478,0.315068,
0.337165,0.293173,,0.081362,0.349481,,0.353535,0.425197,
0.075248,0.218519,,0.165975,0.305233,,0.089958,0.26259,
0.170308,0.286364,,0.234,0.226496,,0.16836,0.220264,
0.226013,0.232804,,0.344444,0.218824,,0.270925,0.264935,
0.307229,0.222816,,0.284314,0.254606,,0.288235,0.255198,
0.327526,0.355072,,0.490566,0.34188,,0.312775,0.429752,
0.470199,0.388535,,0.352941,0.37415,,0.508982,0.486726,
0.274611,0.197674,,0.689531,0.134328,,0.326797,0.337838,
0.617647,0.274627,,1,0.247209,,0.69469,0.274766,
1,0.317391,,0.067691,0.291339,,1,0.359375,
0.059444,0.298701,,0.227964,0.348548,,0.071326,0.395349,
0.236446,0.234783,,0.359833,0.224138,,0.268551,0.240343,
0.310185,0.298246,,0.326633,0.367978,,0.369792,0.364486,
0.317597,0.232394,,0.248619,0.304636,,0.37037,0.203252,
0.290503,0.343195,,0.314286,0.357542,,0.26875,0.462025,
0.364706,0.333333,,0.295964,0.251613,,0.342742,0.313433,
0.228501,0.324176,,0.239389,0.28022,,0.255696,0.275641,
