478_Shared,478_C1,478_C11,483_Shared,483_C1,483_C11,481_Shared,481_C1,481_C11
0.271845,0.044818,0.446429,0.267742,0.0478,0.470383,0.343109,0.023743,0.468085
0.259259,0.027027,0.010972,0.373272,,0.011958,0.391447,0.020121,0.007491
0.283401,,0.01248,0.327434,,0.013534,0.379032,,0.331081
0.306533,,0.220588,0.341085,,0.310976,0.347727,,0.38835
0.290076,,0.244131,0.31769,,0.278075,0.333333,,0.373832
0.271845,,0.279898,0.26,,0.300275,0.305085,,0.198068
0.203704,,0.183333,0.432836,,0.163435,0.350649,,0.323718
0.274648,,0.246429,0.32381,,0.28,0.345382,,0.416667
0.347826,,0.293578,0.391089,,0.31982,0.402778,,0.375
0.276,,0.305195,0.333333,,0.34,0.308,,0.281955
0.256944,,0.192593,0.290541,,0.270833,0.320197,,0.216561
0.222571,,0.190583,0.349315,,0.240385,0.346939,,0.375587
0.549815,,0.259887,0.550218,,0.266272,0.736264,,0.181263
0.327835,,0.164384,0.341304,,0.176471,0.380198,,0.321285
0.333333,,0.281938,0.396226,,0.308411,0.42446,,0.308176
0.147632,,0.310811,0.158055,,0.336918,0.230563,,0.287013
0.266667,,0.253435,0.351351,,0.275591,0.346154,,0.313364
0.264249,,0.32,0.342282,,0.300971,0.331633,,0.339552
0.454887,,0.315126,0.518519,,0.340807,0.462329,,0.289655
0.267516,,0.226563,0.266667,,0.372093,0.271127,,0.397849
0.290456,,0.31746,0.387755,,0.328063,0.391635,,0.367089
0.530516,,0.335664,0.516908,,0.327103,0.520408,,0.201835
0.282051,,0.20362,0.331551,,0.238806,0.377193,,0.332609
0.378049,,0.29156,0.202128,,0.303125,0.269231,,0.456067
0.224806,,0.376147,0.273684,,0.442211,0.255814,,0.393443
0.252427,,0.346154,0.290155,,0.229167,0.305221,,0.406844
0.292632,,0.254613,0.287305,,0.253394,0.379747,,0.343195
0.212471,,0.310897,0.247887,,0.333333,0.26601,,0.256018
0.280597,,0.222222,0.371747,,0.191176,0.351032,,0.252033
0.050998,,0.219219,0.078481,,0.3125,0.043137,,0.3
0.481865,,0.166667,0.50289,,0.311111,0.495192,,0.320675
0.235405,,0.296875,0.210177,,0.363248,0.224756,,0.392857
0.281915,,0.270833,0.359116,,0.326733,0.384236,,0.351852
0.293173,,0.253247,0.384328,,0.30597,0.319549,,0.402062
0.312741,,0.285199,0.337838,,0.308333,0.27,,0.302083
0.27204,,0.257426,0.287206,,0.291667,0.332547,,0.425532
0.287129,,0.299465,0.390728,,0.327273,0.305699,,0.463602
0.23913,,0.281124,0.282353,,0.299065,0.368644,,0.359447
0.252778,,0.336283,0.337461,,0.371287,0.348774,,0.307692
0.359649,,0.263889,0.378641,,0.236364,0.538153,,0.11
0.376281,,0.132022,0.416534,,0.151976,0.485517,,0.291188
0.100629,,0.218519,0.195122,,0.218182,0.175182,,0.415254
0.241379,,0.314286,0.288889,,0.407767,0.413793,,0.302583
0.547619,,0.268551,0.611511,,0.330798,0.599338,,0.385321
0.06383,,0.308411,0.112,,0.363095,0.045161,,0.278008
0.277778,,0.25523,0.333333,,0.352227,0.31,,0.353293
0.307229,,0.231579,0.253731,,0.24359,0.377483,,0.26969
0.302752,,0.197183,0.317365,,0.248276,0.296804,,0.364985
0.321534,,0.254545,0.284091,,0.323333,0.338061,,0.334311
0.175676,,0.259939,0.112299,,0.297491,0.181435,,0.388889
0.316547,,0.269231,0.3,,0.404255,0.346154,,0.287197
0.314815,,0.283951,0.308176,,0.291262,0.34026,,0.283186
0.289773,,0.310881,0.301676,,0.40113,0.364486,,0.194561
0.259843,,0.155508,0.250996,,0.107551,0.333333,,0.158768
0.24424,,0.124088,0.264851,,0.156627,0.276596,,0.294798
0.304659,,0.241379,0.308475,,0.268116,0.340836,,0.32948
0.304598,,0.369128,0.337079,,0.342105,0.31068,,0.309227
0.537125,,0.256858,0.640449,,0.288312,0.642442,,0.268519
0.266667,,0.216667,0.281124,,0.25,0.362989,,0.319079
0.114543,,0.330097,0.140325,,0.308197,0.123206,,0.393617
0.363636,,0.3,0.285714,,0.398058,0.352159,,0.287823
0.293651,,0.249097,0.268657,,0.190114,0.307359,,0.248
0.24424,,0.284483,0.311224,,0.231707,0.62782,,0.326816
0.537155,,0.021552,0.626728,,0.301493,0.617117,,0.362416
0.511737,,0.27095,0.502392,,0.323529,0.12,,0.361905
0.089394,,0.347015,0.131148,,0.354839,0.444444,,0.212121
0.234783,,0.285024,0.411765,,0.285714,0.358779,,0.288793
0.110345,,0.22547,0.101449,,0.321918,0.077865,,0.444444
0.300885,,0.321782,0.330544,,0.352941,0.190402,,0.363057
0.094967,,0.166667,0.088009,,0.363636,0.330969,,0.358407
0.169277,,0.360656,0.134267,,0.391304,0.384615,,0.205
0.302564,,0.311005,0.260745,,0.18961,0.191781,,0.367442
0.335165,,0.141711,0.26875,,0.295567,0.507614,,0.34375
0.180095,,0.279817,0.17284,,0.383838,0.349794,,0.321951
0.392638,,0.345324,0.534392,,0.368715,0.292135,,0.344498
0.257511,,0.29375,0.388889,,0.303922,0.338926,,0.309148
0.252874,,0.301802,0.357576,,0.300366,1,,0.338078
0.292683,,0.259146,0.251825,,0.344569,0.081662,,0.472603
1,,0.304498,1,,0.287879,0.368217,,0.293413
0.058641,,0.342105,0.072485,,0.339181,0.327511,,0.341463
0.336777,,0.219355,0.354167,,0.363071,0.372197,,0.349183
0.278539,,0.287449,0.27451,,0.303774,0.268156,,0.445313
0.308057,,0.288462,0.370732,,0.290909,0.358423,,0.2
0.21831,,0.241667,0.268293,,0.222222,0.267123,,0.328244
0.285714,,0.208955,0.333333,,0.360656,0.253438,,0.080402
0.272953,,0.336493,0.266484,,0.1,0.381944,,0.155416
0.203065,,0.086705,0.229675,,0.184162,0.378571,,0.371528
0.36803,,0.150307,0.391129,,0.260684,0.458029,,0.302326
0.266409,,0.272374,0.348548,,0.363636,0.060674,,0.241379
0.395221,,0.294118,0.457364,,0.276404,0.072604,,0.302222
0.05572,,0.232941,0.059777,,0.296482,0.058852,,0.438596
0.065353,,0.353774,0.075949,,0.421053,0.077033,,0.157746
0.05216,,0.442177,0.057314,,0.20598,0.372549,,0.355731
0.064725,,0.20597,0.064892,,0.36214,0.320231,,0.278846
0.296137,,0.273109,0.316017,,0.347826,0.339056,,0.370968
0.314637,,0.269231,0.329942,,0.33,0.415584,,0.310881
0.009419,,0.303167,0.011976,,0.340909,0.377682,,0.336066
0.009419,,0.259804,0.012048,,0.295522,0.367568,,0.20649
0.324607,,0.288889,0.315789,,0.186147,0.338308,,0.350467
0.323944,,0.183908,0.304762,,0.342857,0.44086,,0.342995
0.306122,,0.290476,0.329787,,0.319635,0.358974,,0.361905
0.295699,,0.242291,0.291005,,0.337662,0.411348,,0.295181
0.259053,,0.304762,0.367816,,0.255435,0.310044,,0.221477
0.326996,,0.230769,0.348,,0.181818,0.290698,,0.163142
0.292308,,0.18705,0.203704,,0.163987,0.245614,,0.2749
0.233871,,0.210191,0.345679,,0.371859,0.32618,,0.324022
0.302041,,0.319635,0.35,,0.344828,0.600629,,0.308081
0.335329,,0.256944,0.319018,,0.30608,0.294444,,0.368177
0.292994,,0.316832,0.244604,,0.32,0.275311,,0.432277
0.227092,,0.281782,0.320652,,0.385852,0.606132,,0.327731
0.533981,,0.283286,0.625926,,0.3125,0.371859,,0.333333
0.312169,,0.284091,0.232704,,0.258929,0.193846,,0.326889
0.246777,,0.30855,0.291405,,0.323171,0.217391,,0.364198
0.497549,,0.267578,0.615804,,0.310116,0.32783,,0.334101
0.250667,,0.242021,0.307692,,0.33046,0.332155,,0.356589
0.175141,,0.292746,0.118012,,0.303665,0.352,,0.352941
0.166667,,0.289593,0.309896,,0.319231,0.129264,,0.354115
0.253333,,0.273077,0.330769,,0.348083,0.359281,,0.332233
0.295455,,0.308068,0.340517,,0.315315,0.25,,0.452141
0.343972,,0.292176,0.143198,,0.452693,0.37457,,0.150224
0.133056,,0.352339,0.329545,,0.145503,0.335821,,0.374165
0.298851,,0.114634,0.35,,0.359116,0.334586,,0.199269
0.265823,,0.298765,0.402985,,0.214365,0.350877,,0.325
0.268551,,0.173745,0.367424,,0.298094,0.357466,,0.32716
0.259669,,0.274627,0.303665,,0.336683,0.552699,,
0.242991,,0.276596,0.286517,,,0.374449,,
0.313253,,,0.28,,,0.325472,,
0.318367,,,0.5,,,0.370107,,
0.469914,,,0.337349,,,0.373737,,
0.287958,,,0.274854,,,0.359259,,
0.25641,,,0.330739,,,0.294737,,
0.260417,,,0.344828,,,0.298429,,
0.280576,,,0.363636,,,0.341969,,
0.309237,,,0.327586,,,0.411067,,
0.276596,,,0.32948,,,0.378151,,
0.27957,,,0.333333,,,0.312308,,
0.273913,,,0.330317,,,0.379747,,
0.339367,,,0.269504,,,0.540541,,
0.335821,,,0.290741,,,0.366864,,
0.213836,,,0.333333,,,0.318182,,
0.285211,,,0.451613,,,0.356265,,
0.426829,,,0.322259,,,0.431319,,
0.321212,,,0.337079,,,0.356863,,
0.294737,,,0.329609,,,0.383562,,
0.263959,,,0.388587,,,0.385185,,
0.355294,,,0.361111,,,0.257191,,
0.317597,,,0.322314,,,0.390909,,
0.264,,,0.274074,,,0.345972,,
0.313043,,,0.260194,,,0.290881,,
0.226937,,,0.414141,,,0.289086,,
0.20339,,,0.301294,,,0.301587,,
0.280315,,,0.301741,,,0.071111,,
0.206522,,,0.258197,,,0.385281,,
0.227564,,,0.257813,,,0.305455,,
0.265734,,,0.124661,,,0.324324,,
0.06599,,,0.307692,,,0.571669,,
0.286047,,,0.288136,,,0.35206,,
0.244635,,,0.278571,,,0.385621,,
0.29927,,,0.594542,,,0.329897,,
0.540636,,,0.3,,,0.380682,,
0.268817,,,0.300654,,,0.375,,
0.224138,,,0.359259,,,0.248219,,
0.339623,,,0.375,,,0.246359,,
0.289017,,,0.311828,,,0.581818,,
0.336842,,,0.228647,,,0.257895,,
0.228931,,,0.223275,,,0.330275,,
0.22449,,,0.569767,,,0.397129,,
0.687273,,,0.306818,,,0.230603,,
0.213483,,,0.349398,,,0.62008,,
0.304878,,,0.325,,,0.207965,,
0.288889,,,0.208431,,,0.320166,,
0.225,,,0.608824,,,0.330645,,
0.555829,,,0.104294,,,0.455782,,
0.186603,,,0.352357,,,0.334239,,
0.292237,,,0.335227,,,0.346774,,
0.281369,,,0.3861,,,0.461538,,
0.337255,,,0.309278,,,0.421875,,
0.32199,,,0.329787,,,0.177481,,
0.238532,,,0.517986,,,0.323843,,
0.376543,,,0.378049,,,0.13394,,
0.353846,,,0.201681,,,0.524126,,
0.247148,,,0.262774,,,0.375,,
0.165007,,,0.130058,,,0.347962,,
