429_Shared,429_C1,429_C11,424_Shared,424_C1,424_C11,425_Shared,425_C1,425_C11
0.34763,0.214592,0.081967,0.317808,0.256944,0.11399,0.498433,0.326531,
0.160772,0.203846,0.076087,0.176211,0.194444,0.107692,0.296296,0.358209,
0.223077,0.301724,,0.262376,0.212766,,0.424658,0.438095,
0.250522,0.373016,,0.221393,0.381356,,0.420904,0.507407,
0.146707,0.27845,,0.211268,0.262195,,0.277778,0.398533,
0.196581,0.146933,,0.231481,0.203478,,0.423913,0.1537,
0.2625,0.235849,,0.3125,0.27193,,0.42623,0.230769,
0.2125,0.118943,,0.252336,0.130667,,0.377273,0.202918,
0.243119,0.21978,,0.236559,0.217949,,0.381215,0.272727,
0.241042,0.217949,,0.269231,0.227642,,0.449735,0.375,
0.242775,0.206897,,0.3,0.203333,,0.314103,0.358885,
0.242038,0.151408,,0.212598,0.187739,,0.397638,0.289855,
0.486275,0.245675,,0.513393,0.247788,,0.869792,0.448276,
0.374443,0.211009,,0.412214,0.177515,,0.587413,0.312821,
0.160494,0.185185,,0.139344,0.192982,,0.330508,0.292135,
0.27027,0.182609,,0.317073,0.232877,,0.324324,0.275229,
0.229885,0.202312,,0.341176,0.250871,,0.367089,0.454545,
0.284133,0.229773,,0.402299,0.189427,,0.567686,0.38961,
0.371105,0.201863,,0.410909,0.167857,,0.568182,0.313333,
0.173669,0.188482,,0.193548,0.207547,,0.320122,0.233333,
0.158491,0.217391,,0.199134,0.247312,,0.355212,0.4375,
0.195294,0.203488,,0.200508,0.214286,,0.294686,0.417219,
0.210227,0.146341,,0.217105,0.218978,,0.40884,0.353659,
0.263158,0.232877,,0.178218,0.234615,,0.344,0.422311,
0.219178,0.164122,,0.277778,0.185022,,0.335766,0.307359,
0.253788,0.115385,,0.228856,0.103704,,0.396648,0.211604,
0.228417,0.173387,,0.246575,0.178138,,0.409207,0.261803,
0.202326,0.118243,,0.216949,0.07563,,0.272446,0.188679,
0.230978,0.22179,,0.247706,0.265795,,0.432836,0.407323,
0.074534,0.342857,,0.058997,0.2,,0.070496,0.36,
0.39207,0.237557,,0.392265,0.263682,,0.621212,0.049822,
0.208,0.018045,,0.185792,0.01773,,0.282723,0.050542,
0.216749,0.165138,,0.248521,0.246575,,0.440252,0.053957,
0.173585,0.195402,,0.207843,0.147287,,0.491304,0.050725,
0.227642,0.253731,,0.276786,0.233766,,0.446154,0.472973,
0.202765,0.240404,,0.235465,0.241206,,0.409375,0.034799,
0.197309,0.184211,,0.297753,0.27451,,0.367568,0.385475,
0.232759,0.202312,,0.268817,0.18797,,0.451282,0.289063,
0.248634,0.282908,,0.270588,0.272727,,0.4,0.492,
0.378571,0.1875,,0.393443,0.238298,,0.599237,0.437573,
0.248672,0.238095,,0.247396,0.260274,,0.416462,0.205128,
0.117021,0.191558,,0.170732,0.244444,,0.228571,0.393103,
0.24359,0.18125,,0.233333,0.219081,,0.354167,0.382231,
0.375691,0.235632,,0.405145,0.2,,0.552561,0.408511,
0.171271,0.296296,,0.25,0.327103,,0.172932,0.394366,
0.223214,0.137931,,0.305195,0.171779,,0.355191,0.283636,
0.234177,0.141058,,0.189394,0.169643,,0.454545,0.252459,
0.255319,0.248677,,0.242775,0.293706,,0.39759,0.371681,
0.202186,0.212996,,0.219512,0.200508,,0.299349,0.8,
0.197697,0.265928,,0.134454,0.309028,,0.154472,0.029891,
0.146226,0.150862,,0.268398,0.179612,,0.407115,0.076923,
0.251046,0.127563,,0.23662,0.132768,,0.431429,0.424837,
0.213531,0.22973,,0.269663,0.166667,,0.433333,0.255528,
0.265116,0.256303,,0.192857,0.323529,,0.373391,0.385621,
0.254125,0.191558,,0.191542,0.200772,,0.32398,0.256522,
0.195489,0.178125,,0.251969,0.169492,,0.427007,0.185446,
0.223118,0.113095,,0.231183,0.115385,,0.484663,0.507246,
0.263441,0.272727,,0.434049,0.232068,,0.581897,0.384211,
0.388471,0.229917,,0.251852,0.256318,,0.4375,0.262357,
0.213622,0.25,,0.040625,0.220447,,0.083455,0.312281,
0.031669,0.191721,,0.255507,0.18863,,0.453659,0.226586,
0.333333,0.166667,,0.239316,0.188854,,0.382653,0.375,
0.251799,0.164912,,0.45943,0.196937,,0.605607,0.390625,
0.205357,0.235294,,0.421053,0.21466,,0.692149,0.35443,
0.408363,0.22069,,0.099303,0.228311,,0.139053,0.321696,
0.405822,0.179878,,0.25,0.203922,,0.27193,0.315364,
0.060606,0.158416,,0.278302,0.206731,,0.39819,0.295775,
0.159722,0.202899,,0.05467,0.202817,,0.067644,0.488584,
0.080745,0.176672,,0.170053,0.221557,,0.18543,0.434978,
0.209125,0.202703,,0.231504,0.306306,,0.334906,0.353357,
0.055304,0.276074,,0.230159,0.242857,,0.404412,0.288618,
0.172721,0.189873,,0.259804,0.333333,,0.321663,0.295739,
0.150424,0.200988,,0.258333,0.187793,,0.363208,0.276515,
0.317308,0.235537,,0.248588,0.315271,,0.398734,0.431193,
0.237052,0.20922,,0.436293,0.281553,,0.554167,0.386555,
0.217544,0.186916,,1,0.19708,,1,0.320513,
0.217877,0.285,,0.084548,0.271845,,0.0786,0.291581,
0.430464,0.184358,,0.205184,0.16129,,0.279113,0.427835,
1,0.22963,,0.340909,0.19708,,0.466321,0.377049,
0.077065,0.267606,,0.245455,0.267974,,0.505,0.332,
0.193012,0.248908,,0.166667,0.284153,,0.253521,0.39375,
0.223938,0.264214,,0.255556,0.300847,,0.395122,0.338983,
0.265306,0.218868,,0.193353,0.239437,,0.257282,0.371212,
0.176471,0.233766,,0.193333,0.265432,,0.270968,0.387597,
0.244068,0.25,,0.278746,0.230088,,0.387417,0.385027,
0.196796,0.170968,,0.235043,0.217712,,0.379747,0.4,
0.210721,0.15562,,0.264286,0.163987,,0.371711,0.38191,
0.276817,0.205357,,0.050728,0.217993,,0.055759,0.369231,
0.20979,0.185065,,0.069108,0.167331,,0.087269,0.421053,
0.262895,0.17795,,0.046107,0.226829,,0.058191,0.306502,
0.055022,0.25,,0.059542,0.299435,,0.057389,0.17931,
0.080714,0.194444,,0.313636,0.32967,,0.380228,0.348148,
0.051556,0.197183,,0.068966,0.169935,,0.10757,0.18107,
0.061308,0.184874,,0.056962,0.244898,,0.093117,0.388889,
0.214035,0.261017,,0.240964,0.217712,,0.3952,0.449438,
0.055838,0.193548,,0.150198,0.23871,,0.236515,0.376812,
0.054545,0.19898,,0.275362,0.25641,,0.284916,0.277778,
0.243151,0.185185,,0.237885,0.188172,,0.296417,0.536842,
0.183333,0.23475,,0.226415,0.264637,,0.403315,0.357466,
0.156425,0.201977,,0.209091,0.241877,,0.416422,0.456954,
0.125,0.201031,,0.46319,0.152824,,0.574822,0.382716,
0.247788,0.129771,,0.253731,0.212,,0.528302,0.298319,
0.213592,0.193966,,0.163934,0.184539,,0.299363,0.38051,
0.382586,0.236735,,0.26087,0.228448,,0.473684,0.370766,
0.320513,0.213166,,0.356688,0.207483,,0.386861,0.27044,
0.218543,0.195402,,0.304,0.191223,,0.364286,0.238462,
0.221311,0.153846,,0.272727,0.139194,,0.346154,0.307317,
0.317204,0.23622,,0.388889,0.274648,,0.633721,0.471795,
0.263158,0.185654,,0.25,0.17094,,0.393103,0.257143,
0.179612,0.219251,,0.189239,0.210145,,0.295161,0.222222,
0.370482,0.216216,,0.453552,0.27193,,0.594595,0.275229,
0.236715,0.037267,,0.214925,0.030822,,0.392265,0.451613,
0.182708,0.290323,,0.121413,0.228916,,0.177903,0.359223,
0.424893,0.256881,,0.206897,0.231481,,0.125,0.368627,
0.17931,0.133603,,0.275591,0.124514,,0.360656,0.441441,
0.136641,0.11838,,0.296578,0.09375,,0.469565,0.103321,
0.071429,0.278788,,0.15601,0.227723,,0.425532,0.519481,
0.245935,0.110687,,0.188889,0.168142,,0.137566,0.547619,
0.28223,0.110912,,0.402174,0.147541,,0.424581,0.189286,
0.226537,0.282828,,0.275,0.269373,,0.594937,0.192429,
0.128028,0.220238,,0.21021,0.305195,,0.404145,0.435714,
0.191388,0.251018,,0.216667,0.248047,,0.415698,0.096774,
0.35443,0.263006,,0.196891,0.25387,,0.355,0.199346,
0.214286,0.137255,,0.185185,0.090909,,0.432039,0.39697,
0.213592,0.230769,,0.39313,0.239316,,0.438095,0.355263,
0.172691,0.192857,,0.207101,0.369748,,0.598214,0.375618,
0.220264,0.255814,,0.218935,0.242938,,0.420765,0.434911,
0.221239,0.217304,,0.246809,0.255072,,0.351515,0.149123,
0.408333,0.294479,,0.261364,0.363636,,0.497297,0.458015,
0.217822,0.328125,,0.311224,0.300518,,0.37963,0.47973,
0.212435,0.326531,,0.276596,0.394958,,0.431034,0.452703,
0.218638,0.172727,,0.272727,0.18932,,0.432749,0.415042,
0.248062,0.179245,,0.219251,0.25,,0.430233,0.673797,
0.216667,0.180371,,0.233333,0.142349,,0.435644,0.772727,
0.229358,0.194093,,0.224806,0.243056,,0.414634,0.804878,
0.236111,0.268571,,0.196513,0.293333,,0.454545,0.298319,
0.295019,0.247312,,0.311111,0.223529,,0.366171,0.263514,
0.233898,0.233945,,0.387097,0.254658,,0.416342,0.281437,
0.207692,0.232727,,0.406015,0.253571,,0.653333,0.42,
0.180593,0.254386,,0.2,0.245059,,0.577869,0.330645,
0.288235,0.155015,,0.205882,0.133574,,0.214058,0.416667,
0.38806,0.16129,,0.207317,0.197059,,0.347107,0.491329,
0.342282,0.164983,,0.223382,0.215139,,0.411371,0.420233,
0.174497,0.229412,,0.18125,0.178571,,0.32681,0.458333,
0.175,0.247525,,0.248366,0.323944,,0.433333,0.160279,
0.231707,0.123574,,0.190789,0.111351,,0.354839,0.268617,
0.257796,0.25,,0.184426,0.267327,,0.27044,0.293907,
0.248,0.180995,,0.302632,0.191824,,0.324948,0.293413,
0.191011,0.154028,,0.230643,0.192308,,0.369048,0.765957,
0.120482,0.031621,,0.243781,0.018072,,0.369606,0.169215,
0.208469,0.218354,,0.232365,0.243243,,0.385185,0.417526,
0.223214,0.229268,,0.305085,0.285714,,0.31405,0.227941,
0.183536,0.251012,,0.199552,0.22807,,0.42029,0.303763,
0.21097,0.15625,,0.046595,0.214724,,0.175799,0.069272,
0.183946,0.128521,,0.022026,0.137405,,0.068259,0.415755,
0.229167,0.189076,,0.051852,0.237624,,0.028807,0.394444,
0.166966,0.198738,,0.244898,0.236434,,0.067114,0.367647,
0.082192,0.174941,,0.221106,0.192308,,0.447712,0.286385,
0.035573,0.226277,,0.214876,0.178862,,0.304124,0.173203,
0.082192,0.203704,,0.36014,0.238532,,0.432203,0.428571,
0.271949,0.169173,,0.246862,0.173516,,0.560847,0.409091,
0.150862,0.2,,0.224359,0.141791,,0.441048,0.256667,
0.220779,0.196319,,0.249042,0.270677,,0.429577,0.347418,
0.399701,0.221053,,0.185629,0.22973,,0.468085,0.412844,
0.156863,0.25,,0.199052,0.262712,,0.297297,0.26506,
0.237113,0.189655,,0.290244,0.167568,,0.266129,0.293103,
0.238994,0.118873,,0.290524,0.13373,,0.298165,0.266667,
0.239024,0.156863,,0.178082,0.158537,,0.297773,0.347222,
0.157258,0.236735,,0.203209,0.23445,,0.406863,0.387833,
0.277726,0.22449,,0.150685,0.150198,,0.365979,0.319767,
0.273764,0.173333,,0.184783,0.196491,,0.452055,0.188442,
0.262458,0.164948,,0.169048,0.202381,,0.202186,0.290698,
0.234568,0.321429,,0.442145,0.25,,0.272349,0.40625,
0.306122,0.193676,,0.308824,0.206731,,0.591362,0.306383,
0.195745,0.206215,,0.230986,0.238095,,0.340909,0.309434,
0.169524,0.153664,,0.195946,0.257576,,0.404558,0.231638,
0.388846,0.139423,,0.408088,0.197368,,0.299835,0.47619,
0.273543,0.255639,,0.253472,0.241379,,0.594982,0.385027,
0.219207,0.197674,,0.193878,0.166065,,0.426573,0.382838,
0.192308,0.223176,,0.346405,0.228311,,0.333333,0.433898,
0.337979,0.234483,,0.196429,0.234848,,0.747573,0.123457,
0.202941,0.217105,,0.098765,0.23741,,0.469136,0.436275,
0.27381,0.216463,,0.179361,0.255814,,0.113772,0.280488,
0.287037,0.20155,,0.245902,0.161137,,0.17226,0.44,
0.219178,0.296296,,0.130148,0.207965,,0.454128,0.319672,
0.117949,0.393293,,0.422925,0.3375,,0.123457,0.338462,
0.183807,0.134783,,0.272374,0.135831,,0.426531,0.341772,
0.231975,0.241935,,0.235294,0.235849,,0.410853,0.368421,
0.125344,0.216418,,0.287671,0.324324,,0.413534,0.401869,
0.479798,0.186508,,0.288591,0.183575,,0.434211,0.590106,
0.268041,0.15873,,0.205451,0.231481,,0.44,0.156627,
0.225627,0.192157,,0.426667,0.225,,0.345196,0.40404,
0.157895,0.178958,,0.247863,0.183333,,0.558659,0.463636,
0.177083,0.125561,,0.166667,0.114865,,0.394958,0.254144,
0.17301,0.175865,,0.336634,0.208707,,0.264706,0.479167,
0.346369,0.222222,,0.234694,0.242105,,0.615385,0.269307,
0.191781,0.148387,,0.03937,0.128571,,0.444444,0.307182,
0.191176,0.243961,,0.181818,0.252427,,0.052632,0.192237,
0.380531,0.206522,,0.014354,0.258065,,0.051471,0.286538,
0.239669,0.258427,,0.218274,0.214876,,0.283019,0.383117,
0.096591,0.177258,,0.243902,0.214047,,0.214286,0.229268,
0.06135,0.196,,0.206294,0.190299,,0.017167,0.362745,
0.141935,0.203488,,0.272388,0.310924,,0.447236,0.41791,
0.024793,0.248016,,0.17284,0.256614,,0.399103,0.415094,
0.236434,0.208738,,0.172549,0.146893,,0.290541,0.319444,
0.200581,0.194444,,0.333333,0.234818,,0.425339,0.422727,
0.18323,0.117788,,0.220779,0.105096,,0.324561,0.398148,
0.287582,0.209205,,0.230126,0.223404,,0.227119,0.479058,
0.224026,0.393484,,0.253012,0.428571,,0.561576,0.275676,
0.192982,0.174157,,0.219436,0.198083,,0.31003,0.442688,
0.392857,0.233996,,0.219814,0.239782,,0.423729,0.206579,
0.202156,0.207469,,0.241026,0.214953,,0.380952,0.369318,
0.229839,0.264901,,0.392157,0.279412,,0.4,0.581448,
0.227979,0.188525,,0.092308,0.121739,,0.407547,0.283077,
0.232737,0.248731,,0.179104,0.285714,,0.453039,0.401338,
0.227041,0.160714,,0.036232,0.177994,,0.530488,0.394737,
0.227468,0.260664,,0.146406,0.328671,,0.067164,0.435897,
0.368421,0.177258,,0.115836,0.238579,,0.140351,0.321101,
